Country	iso3c	ID	Caption	Provider	Artist	ArtistURL	ArtistHTML	License	LicenseURL	ImageName	InfoURL	FileURL	folder	iso2c	OriginURL	w640_URL	Attribution
Paraguay	PRY	2	The yacare caiman (Caiman yacare) is endemic to Argentina, Bolivia, Brazil, and Paraguay.	FreeImages	NA	NA	NA	NA	NA	yacare-from-paraguay-1527762	https://www.freeimages.com/photo/yacare-from-paraguay-1527762	https://images.freeimages.com/images/large-previews/99f/yacare-from-paraguay-1527762.jpg	NA	PY	NA	NA	NA
Paraguay	PRY	3	A young woman in Asuncion Paraguay.	Unsplash	NA	NA	NA	NA	NA	NA	NA	https://images.unsplash.com/photo-1519184733500-6b8da0436307?ixid=MnwxMjA3fDB8MHxzZWFyY2h8OXx8cGFyYWd1YXl8ZW58MHx8MHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=800&q=60	NA	PY	NA	NA	NA
Peru	PER	1	With an extensive coastline along the Pacific Ocean and the massive eastern part of the country home to a large swath of the Amazon rainforest, Peru has abundant natural resources enough to sustain 40% more citizens.	Wikimedia	NA	NA	magicmonkey	CC BY 2.0	https://creativecommons.org/licenses/by/2.0	Lima_Peru_coastline_city.jpg	https://commons.wikimedia.org/wiki/File:Lima_Peru_coastline_city.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Lima_Peru_coastline_city.jpg/640px-Lima_Peru_coastline_city.jpg	5/5e/	PE	NA	NA	NA
Peru	PER	2	In 2018, Peru ranked 87th on the gender inequality index. Women have a labor force participation rate of almost 15% lower than men.	Wikimedia	NA	NA	Peter van der Sluijs	CC BY-SA 3.0	https://creativecommons.org/licenses/by-sa/3.0	Woman_with_child_on_market_Peru.jpg	https://commons.wikimedia.org/wiki/File:Woman_with_child_on_market_Peru.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Woman_with_child_on_market_Peru.jpg/640px-Woman_with_child_on_market_Peru.jpg	0/00/	PE	NA	NA	NA
Peru	PER	3	Sustainability is being eroded by population growth from above replacement fertility, massive immigration of Venezuelans and the demand for resources from the growing world population.	Unsplash	NA	NA	NA	NA	NA	NA	NA	https://images.unsplash.com/photo-1568805647831-79a19e414f21?ixid=MnwxMjA3fDB8MHxzZWFyY2h8ODN8fHBlcnV8ZW58MHx8MHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=500&q=60	NA	PE	NA	NA	NA
Philippines	PHL	1	The current population is over 2.5 times greater than what is sustainable based on the natural resources available.	Wikimedia	NA	NA	Patrick Roque	CC BY-SA 3.0	https://creativecommons.org/licenses/by-sa/3.0	Pic_geo_photos_-_ph%3Dmm%3Dmanila%3Dintramuros%3Da._soriano_ave._%28near_manila_cathedral%29_-_public_crowd_-philippines--2015-0116--ls-.jpg	https://commons.wikimedia.org/wiki/File:Pic_geo_photos_-_ph%3Dmm%3Dmanila%3Dintramuros%3Da._soriano_ave._%28near_manila_cathedral%29_-_public_crowd_-philippines--2015-0116--ls-.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Pic_geo_photos_-_ph%3Dmm%3Dmanila%3Dintramuros%3Da._soriano_ave._%28near_manila_cathedral%29_-_public_crowd_-philippines--2015-0116--ls-.jpg/640px-Pic_geo_photos_-_ph%3Dmm%3Dmanila%3Dintramuros%3Da._soriano_ave._%28near_manila_cathedral%29_-_public_crowd_-philippines--2015-0116--ls-.jpg	5/54/	PH	NA	NA	NA
Philippines	PHL	2	Home to the world’s longest discontinuous coastline, marine fishing in the Philippines in more than an industry; it is a way of life.	Wikimedia	NA	NA	Bernard Spragg	CC0	http://creativecommons.org/publicdomain/zero/1.0/deed.en	Fishing_Philippines_style.jpg	https://commons.wikimedia.org/wiki/File:Fishing_Philippines_style.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Fishing_Philippines_style.jpg/640px-Fishing_Philippines_style.jpg	c/c9/	PH	NA	NA	NA
Philippines	PHL	3	The growth rate is slowing in conjunction with a declining fertility rate of 7 children per woman in the 1960s down to most recently 2.5 children.	Unsplash	NA	NA	NA	NA	NA	NA	NA	https://images.unsplash.com/photo-1507675841101-8c757cb4cc6d?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1480&q=80	NA	PH	NA	NA	NA
Poland	POL	1	Forest cover has been increasing since the mid 1990s and reached 29.3% of the country's territory in 2012.	Wikimedia	NA	NA	Marcinjozwiak	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Poland_forests.jpg	https://commons.wikimedia.org/wiki/File:Poland_forests.jpg	NA	0/02/	PL	https://upload.wikimedia.org/wikipedia/commons/0/02/Poland_forests.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Poland_forests.jpg/640px-Poland_forests.jpg	NA
Poland	POL	2	Poland enacted a near total ban on abortion even with public opinion polls that show a majority of citiizens opposed additional restrictions.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/wiki/User:LukaszKatlewa' title='User:LukaszKatlewa'>LukaszKatlewa</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Protest_in_Gdansk_against_Poland%27s_new_abortion_laws_24.10.2020.jpg	https://commons.wikimedia.org/wiki/File:Protest_in_Gdansk_against_Poland%27s_new_abortion_laws_24.10.2020.jpg	NA	1/14/	PL	https://upload.wikimedia.org/wikipedia/commons/1/14/Protest_in_Gdansk_against_Poland%27s_new_abortion_laws_24.10.2020.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Protest_in_Gdansk_against_Poland%27s_new_abortion_laws_24.10.2020.jpg/640px-Protest_in_Gdansk_against_Poland%27s_new_abortion_laws_24.10.2020.jpg	NA
Poland	POL	3	Poland has the worst air pollution in the European Union.	Wikimedia	NA	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/94741167@N04'>Radek Kołakowski</a> from Warszawa, Poland	CC BY 2.0	https://creativecommons.org/licenses/by/2.0	Warszawski_smog_(22798350941).jpg	https://commons.wikimedia.org/wiki/File:Warszawski_smog_(22798350941).jpg	NA	d/d9/	PL	https://upload.wikimedia.org/wikipedia/commons/d/d9/Warszawski_smog_%2822798350941%29.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Warszawski_smog_(22798350941).jpg/640px-Warszawski_smog_(22798350941).jpg	NA
Portugal	PRT	1	The Alto Minho region is home to Portugal's only national park.	Wikimedia	NA	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/133200397@N03'>Sergei Gussev</a>	CC BY 2.0	https://creativecommons.org/licenses/by/2.0	Alto_Minho_%2849411542718%29.jpg	https://commons.wikimedia.org/wiki/File:Alto_Minho_%2849411542718%29.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Alto_Minho_%2849411542718%29.jpg/640px-Alto_Minho_%2849411542718%29.jpg	0/02/	PT	NA	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/133200397@N03'>Sergei Gussev</a>, <a href='https://commons.wikimedia.org/wiki/File:Alto_Minho_%2849411542718%29.jpg'>Alto_Minho_%2849411542718%29.jpg</a>; <a href='https://creativecommons.org/licenses/by/2.0'>CC BY 2.0</a>, via Wikimedia Commons
Portugal	PRT	2	With less pressure from population growth and a focus on the environment, the water standards, air quality, urban waste, and energy sectors have shown high improvement.	Wikimedia	NA	NA	<bdi><a href='https://www.wikidata.org/wiki/Q28147777' class='extiw' title='d:Q28147777'><span title='Spanish photographer (1974-)'>Diego Delso</span></a></bdi>	CC BY-SA 3.0	https://creativecommons.org/licenses/by-sa/3.0	Cais_da_Ribeira%2C_Oporto%2C_Portugal%2C_2012-05-09%2C_DD_21.JPG	https://commons.wikimedia.org/wiki/File:Cais_da_Ribeira%2C_Oporto%2C_Portugal%2C_2012-05-09%2C_DD_21.JPG	https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Cais_da_Ribeira%2C_Oporto%2C_Portugal%2C_2012-05-09%2C_DD_21.JPG/640px-Cais_da_Ribeira%2C_Oporto%2C_Portugal%2C_2012-05-09%2C_DD_21.JPG	d/d6/	PT	NA	NA	<bdi><a href='https://www.wikidata.org/wiki/Q28147777' class='extiw' title='d:Q28147777'><span title='Spanish photographer (1974-)'>Diego Delso</span></a></bdi>, <a href='https://commons.wikimedia.org/wiki/File:Cais_da_Ribeira%2C_Oporto%2C_Portugal%2C_2012-05-09%2C_DD_21.JPG'>Cais_da_Ribeira%2C_Oporto%2C_Portugal%2C_2012-05-09%2C_DD_21.JPG</a>; <a href='https://creativecommons.org/licenses/by-sa/3.0'>CC BY-SA 3.0</a>, via Wikimedia Commons
Portugal	PRT	3	Portugal is one of the fastest declining populations in Europe yet still has roughly three times as many people than its renewable resources can support sustainably..	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/wiki/User:CesareBonaparte' title='User:CesareBonaparte'>CesareBonaparte</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Albufeira_beach_portugal.jpg	https://commons.wikimedia.org/wiki/File:Albufeira_beach_portugal.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Albufeira_beach_portugal.jpg/640px-Albufeira_beach_portugal.jpg	c/c7/	PT	NA	NA	<a href='//commons.wikimedia.org/wiki/User:CesareBonaparte' title='User:CesareBonaparte'>CesareBonaparte</a>, <a href='https://commons.wikimedia.org/wiki/File:Albufeira_beach_portugal.jpg'>Albufeira_beach_portugal.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/4.0'>CC BY-SA 4.0</a>, via Wikimedia Commons
Qatar	QAT	1	Once a sleepy country in the Middle East, Qatar in the 1990s developed the largest gas field in the world transforming the country and the wealth of its citizens making them one of the richest in the world.	Wikimedia	NA	NA	<a rel='nofollow' class='external text' href='https://www.mapillary.com/app/user/km2bp'>km2bp</a> @ Mapillary.com	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Souq_Al_Medina_at_Medina_Centrale_in_The_Pearl_Qatar.jpg	https://commons.wikimedia.org/wiki/File:Souq_Al_Medina_at_Medina_Centrale_in_The_Pearl_Qatar.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Souq_Al_Medina_at_Medina_Centrale_in_The_Pearl_Qatar.jpg/640px-Souq_Al_Medina_at_Medina_Centrale_in_The_Pearl_Qatar.jpg	3/39/	QA	NA	NA	<a rel='nofollow' class='external text' href='https://www.mapillary.com/app/user/km2bp'>km2bp</a> @ Mapillary.com, <a href='https://commons.wikimedia.org/wiki/File:Souq_Al_Medina_at_Medina_Centrale_in_The_Pearl_Qatar.jpg'>Souq_Al_Medina_at_Medina_Centrale_in_The_Pearl_Qatar.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/4.0'>CC BY-SA 4.0</a>, via Wikimedia Commons
Qatar	QAT	2	Air, water, and land pollution are significant environmental issues in Qatar.	Wikimedia	NA	NA	Alex Sergeev (www.asergeev.com)	CC-BY-SA-3.0	http://creativecommons.org/licenses/by-sa/3.0/	Abandoned_construction_waste_in_Doha.jpg	https://commons.wikimedia.org/wiki/File:Abandoned_construction_waste_in_Doha.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Abandoned_construction_waste_in_Doha.jpg/640px-Abandoned_construction_waste_in_Doha.jpg	b/b5/	QA	NA	NA	Alex Sergeev (www.asergeev.com), <a href='https://commons.wikimedia.org/wiki/File:Abandoned_construction_waste_in_Doha.jpg'>Abandoned_construction_waste_in_Doha.jpg</a>; <a href='http://creativecommons.org/licenses/by-sa/3.0/'>CC-BY-SA-3.0</a>, via Wikimedia Commons
Qatar	QAT	3	Pollution from the oil industry poses a threat to the nation's water.	Wikimedia	NA	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/photos/hagengraf/'>Christine und Hagen Graf</a> @ Flickr.com	CC BY 2.0	https://creativecommons.org/licenses/by/2.0	Far_view_of_Dukhan_oil_facilities.jpg	https://commons.wikimedia.org/wiki/File:Far_view_of_Dukhan_oil_facilities.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Far_view_of_Dukhan_oil_facilities.jpg/1599px-Far_view_of_Dukhan_oil_facilities.jpg	d/d4/	QA	NA	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/photos/hagengraf/'>Christine und Hagen Graf</a> @ Flickr.com, <a href='https://commons.wikimedia.org/wiki/File:Far_view_of_Dukhan_oil_facilities.jpg'>Far_view_of_Dukhan_oil_facilities.jpg</a>; <a href='https://creativecommons.org/licenses/by/2.0'>CC BY 2.0</a>, via Wikimedia Commons
Republic Of The Congo	COG	1	The Republic of Congo sits west of The Democratic Republic of Congo and like its neighbor is rich in natural resources boasting vast deposits of minerals.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Dguendel&amp;action=edit&amp;redlink=1' class='new' title='User:Dguendel (page does not exist)'>Dguendel</a>	CC BY 4.0	https://creativecommons.org/licenses/by/4.0	Freiberg%2C_Terra_mineralia%2C_Dioptas%2C_Chrysokoll.JPG	https://commons.wikimedia.org/wiki/File:Freiberg%2C_Terra_mineralia%2C_Dioptas%2C_Chrysokoll.JPG	https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Freiberg%2C_Terra_mineralia%2C_Dioptas%2C_Chrysokoll.JPG/640px-Freiberg%2C_Terra_mineralia%2C_Dioptas%2C_Chrysokoll.JPG	e/ef/	CG	NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Dguendel&amp;action=edit&amp;redlink=1' class='new' title='User:Dguendel (page does not exist)'>Dguendel</a>, <a href='https://commons.wikimedia.org/wiki/File:Freiberg%2C_Terra_mineralia%2C_Dioptas%2C_Chrysokoll.JPG'>Freiberg%2C_Terra_mineralia%2C_Dioptas%2C_Chrysokoll.JPG</a>; <a href='https://creativecommons.org/licenses/by/4.0'>CC BY 4.0</a>, via Wikimedia Commons
Republic Of The Congo	COG	2	It boasts multiple rivers that could supply half the electricity of all of the continent and oil reserves that are a huge source of revenue.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Marcel1977&amp;action=edit&amp;redlink=1' class='new' title='User:Marcel1977 (page does not exist)'>Marcel Buob</a>	CC-BY-SA-3.0	http://creativecommons.org/licenses/by-sa/3.0/	Kindepuisbrazza.jpg	https://commons.wikimedia.org/wiki/File:Kindepuisbrazza.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Kindepuisbrazza.jpg/640px-Kindepuisbrazza.jpg	f/f5/	CG	NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Marcel1977&amp;action=edit&amp;redlink=1' class='new' title='User:Marcel1977 (page does not exist)'>Marcel Buob</a>, <a href='https://commons.wikimedia.org/wiki/File:Kindepuisbrazza.jpg'>Kindepuisbrazza.jpg</a>; <a href='http://creativecommons.org/licenses/by-sa/3.0/'>CC-BY-SA-3.0</a>, via Wikimedia Commons
Republic Of The Congo	COG	3	 Republic of Congo has a very high fertility rate of 4.5 children per woman down from 5 in 1995.	Wikimedia	NA	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/11556778@N07'>Sr Claire COUET</a>	CC BY 2.0	https://creativecommons.org/licenses/by/2.0	Brazzaville_%28Congo%29_%281141581390%29.jpg	https://commons.wikimedia.org/wiki/File:Brazzaville_%28Congo%29_%281141581390%29.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Brazzaville_%28Congo%29_%281141581390%29.jpg/640px-Brazzaville_%28Congo%29_%281141581390%29.jpg	c/c9/	CG	NA	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/11556778@N07'>Sr Claire COUET</a>, <a href='https://commons.wikimedia.org/wiki/File:Brazzaville_%28Congo%29_%281141581390%29.jpg'>Brazzaville_%28Congo%29_%281141581390%29.jpg</a>; <a href='https://creativecommons.org/licenses/by/2.0'>CC BY 2.0</a>, via Wikimedia Commons
Republic Of The Congo	COG	4	Half the population of Congo-Brazzaville lives in dire poverty with minimal consumption.	Wikimedia	NA	NA	Boussou Gaston	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Mouyondzi%2C_Congo-Brazzaville._Retour_des_champs.jpg	https://commons.wikimedia.org/wiki/File:Mouyondzi%2C_Congo-Brazzaville._Retour_des_champs.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Mouyondzi%2C_Congo-Brazzaville._Retour_des_champs.jpg/640px-Mouyondzi%2C_Congo-Brazzaville._Retour_des_champs.jpg	b/b0/	CG	NA	NA	Boussou Gaston, <a href='https://commons.wikimedia.org/wiki/File:Mouyondzi%2C_Congo-Brazzaville._Retour_des_champs.jpg'>Mouyondzi%2C_Congo-Brazzaville._Retour_des_champs.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/4.0'>CC BY-SA 4.0</a>, via Wikimedia Commons
Romania	ROU	1	Romania is indeed rich in biodiversity, particularly in the broad Danube delta, the largest delta in Europe.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/wiki/User:Thepinkfluffy1211' title='User:Thepinkfluffy1211'>Thepinkfluffy1211</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Pelicans_at_the_Danube_Delta%2C_Romania.jpg	https://commons.wikimedia.org/wiki/File:Pelicans_at_the_Danube_Delta%2C_Romania.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Pelicans_at_the_Danube_Delta%2C_Romania.jpg/640px-Pelicans_at_the_Danube_Delta%2C_Romania.jpg	6/62/	RO	NA	NA	<a href='//commons.wikimedia.org/wiki/User:Thepinkfluffy1211' title='User:Thepinkfluffy1211'>Thepinkfluffy1211</a>, <a href='https://commons.wikimedia.org/wiki/File:Pelicans_at_the_Danube_Delta%2C_Romania.jpg'>Pelicans_at_the_Danube_Delta%2C_Romania.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/4.0'>CC BY-SA 4.0</a>, via Wikimedia Commons
Romania	ROU	2	Air pollution is serious caused by industry, autos and households emissions.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/wiki/User:Pudelek' title='User:Pudelek'>Pudelek</a> (Marcin Szala)	CC BY-SA 3.0	https://creativecommons.org/licenses/by-sa/3.0	Taxi_cars_in_Sighi%C5%9Foara.JPG	https://commons.wikimedia.org/wiki/File:Taxi_cars_in_Sighi%C5%9Foara.JPG	NA	d/d2/	RO	https://upload.wikimedia.org/wikipedia/commons/d/d2/Taxi_cars_in_Sighi%C5%9Foara.JPG	https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Taxi_cars_in_Sighi%C5%9Foara.JPG/640px-Taxi_cars_in_Sighi%C5%9Foara.JPG	NA
Romania	ROU	3	The country’s factories, chemical plants, and electric power plants depend heavily on burning fossil fuels, a process that emits high levels of carbon dioxide and sulfur dioxide - a key component of acid rain.	Wikimedia	NA	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/95436125@N04'>Jeroen Komen</a> from Utrecht, Netherlands	CC BY-SA 2.0	https://creativecommons.org/licenses/by-sa/2.0	Factory_near_Tulcea%2C_Romania_%2810759023316%29.jpg	https://commons.wikimedia.org/wiki/File:Factory_near_Tulcea%2C_Romania_%2810759023316%29.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Factory_near_Tulcea%2C_Romania_%2810759023316%29.jpg/640px-Factory_near_Tulcea%2C_Romania_%2810759023316%29.jpg	8/83/	RO	NA	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/95436125@N04'>Jeroen Komen</a> from Utrecht, Netherlands, <a href='https://commons.wikimedia.org/wiki/File:Factory_near_Tulcea%2C_Romania_%2810759023316%29.jpg'>Factory_near_Tulcea%2C_Romania_%2810759023316%29.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/2.0'>CC BY-SA 2.0</a>, via Wikimedia Commons
Romania	ROU	4	Poor farming practices, especially infrequent crop rotation, have led to severe soil degradation and erosion in parts of Romania, although today, nearly half of all Romanians still live off of farming.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/wiki/User:CristianChirita' title='User:CristianChirita'>CristianChirita</a>	CC-BY-SA-3.0	http://creativecommons.org/licenses/by-sa/3.0/	RomaniaAgricultureSprayer.JPG	https://commons.wikimedia.org/wiki/File:RomaniaAgricultureSprayer.JPG	https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/RomaniaAgricultureSprayer.JPG/640px-RomaniaAgricultureSprayer.JPG	f/ff/	RO	NA	NA	<a href='//commons.wikimedia.org/wiki/User:CristianChirita' title='User:CristianChirita'>CristianChirita</a>, <a href='https://commons.wikimedia.org/wiki/File:RomaniaAgricultureSprayer.JPG'>RomaniaAgricultureSprayer.JPG</a>; <a href='http://creativecommons.org/licenses/by-sa/3.0/'>CC-BY-SA-3.0</a>, via Wikimedia Commons
Russia	RUS	1	Russia’s current population and economic activity are sustainable due to a very low fertility rate per woman averaging under 1.5 children for almost two decades.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/wiki/User:Knopik-som' title='User:Knopik-som'>Dmitry Makeev</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Russia._Young_woman_with_baby.jpg	https://commons.wikimedia.org/wiki/File:Russia._Young_woman_with_baby.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Russia._Young_woman_with_baby.jpg/640px-Russia._Young_woman_with_baby.jpg	2/20/	RU	NA	NA	<a href='//commons.wikimedia.org/wiki/User:Knopik-som' title='User:Knopik-som'>Dmitry Makeev</a>, <a href='https://commons.wikimedia.org/wiki/File:Russia._Young_woman_with_baby.jpg'>Russia._Young_woman_with_baby.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/4.0'>CC BY-SA 4.0</a>, via Wikimedia Commons
Russia	RUS	2	Russia is home to some of the world’s most important fisheries, for instance, and the country’s fishing firms have made sustainability commitments.	Wikimedia	NA	NA	bibikoff	Public domain		Fishing_Port_Novorossiysk.JPG	https://commons.wikimedia.org/wiki/File:Fishing_Port_Novorossiysk.JPG	https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Fishing_Port_Novorossiysk.JPG/640px-Fishing_Port_Novorossiysk.JPG	8/8b/	RU	NA	NA	bibikoff, <a href='https://commons.wikimedia.org/wiki/File:Fishing_Port_Novorossiysk.JPG'>Fishing_Port_Novorossiysk.JPG</a>; <a href=''>Public domain</a>, via Wikimedia Commons
Russia	RUS	3	Overlook of Staritsky Peninsula at summer.	Unsplash	NA	NA	NA	NA	NA	NA	NA	https://images.unsplash.com/photo-1570340831042-040b3999690c?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=2672&q=80	NA	RU	NA	NA	NA
Rwanda	RWA	1	Fertility rates have come down significantly from 8 children per woman in the 1980s to almost 4 today.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/wiki/User:Muhirehussein12' title='User:Muhirehussein12'>Muhirehussein12</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Rwandan_family.jpg	https://commons.wikimedia.org/wiki/File:Rwandan_family.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Rwandan_family.jpg/640px-Rwandan_family.jpg	2/25/	RW	NA	NA	<a href='//commons.wikimedia.org/wiki/User:Muhirehussein12' title='User:Muhirehussein12'>Muhirehussein12</a>, <a href='https://commons.wikimedia.org/wiki/File:Rwandan_family.jpg'>Rwandan_family.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/4.0'>CC BY-SA 4.0</a>, via Wikimedia Commons
Rwanda	RWA	2	Women make up a majority of the legislature in Rwanda with 49 out of 80 seats in the lower house and 10 of 26 in the upper house.	Wikimedia	NA	NA	<bdi><a href='https://en.wikipedia.org/wiki/en:Ministry_of_Law_and_Justice_(India)' class='extiw' title='w:en:Ministry of Law and Justice (India)'><span title='cabinet ministry under the Government of India'>Ministry of Law and Justice</span></a></bdi>	GODL-India	https://data.gov.in/sites/default/files/Gazette_Notification_OGDL.pdf	The_Minister_of_Education%2C_Republic_of_Rwanda%2C_Ms._Mujawamariya_Jeanne_d%E2%80%99_Arc%2C_and_the_Union_Minister_for_Human_Resource_Development.jpg	https://commons.wikimedia.org/wiki/File:The_Minister_of_Education%2C_Republic_of_Rwanda%2C_Ms._Mujawamariya_Jeanne_d%E2%80%99_Arc%2C_and_the_Union_Minister_for_Human_Resource_Development.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/The_Minister_of_Education%2C_Republic_of_Rwanda%2C_Ms._Mujawamariya_Jeanne_d%E2%80%99_Arc%2C_and_the_Union_Minister_for_Human_Resource_Development.jpg/640px-The_Minister_of_Education%2C_Republic_of_Rwanda%2C_Ms._Mujawamariya_Jeanne_d%E2%80%99_Arc%2C_and_the_Union_Minister_for_Human_Resource_Development.jpg	e/e8/	RW	NA	NA	<bdi><a href='https://en.wikipedia.org/wiki/en:Ministry_of_Law_and_Justice_(India)' class='extiw' title='w:en:Ministry of Law and Justice (India)'><span title='cabinet ministry under the Government of India'>Ministry of Law and Justice</span></a></bdi>, <a href='https://commons.wikimedia.org/wiki/File:The_Minister_of_Education%2C_Republic_of_Rwanda%2C_Ms._Mujawamariya_Jeanne_d%E2%80%99_Arc%2C_and_the_Union_Minister_for_Human_Resource_Development.jpg'>The_Minister_of_Education%2C_Republic_of_Rwanda%2C_Ms._Mujawamariya_Jeanne_d%E2%80%99_Arc%2C_and_the_Union_Minister_for_Human_Resource_Development.jpg</a>; <a href='https://data.gov.in/sites/default/files/Gazette_Notification_OGDL.pdf'>GODL-India</a>, via Wikimedia Commons
Saudi Arabia	SAU	1	High population growth, and rapid urbanization and development fueled by a petroleum based economy have led to increased air and water pollution and degradation and desertification of its lands.	Wikimedia	NA	NA	saudipics	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Mina_saudi_arabia.jpg	https://commons.wikimedia.org/wiki/File:Mina_saudi_arabia.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Mina_saudi_arabia.jpg/640px-Mina_saudi_arabia.jpg	9/9e/	SA	NA	NA	saudipics, <a href='https://commons.wikimedia.org/wiki/File:Mina_saudi_arabia.jpg'>Mina_saudi_arabia.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/4.0'>CC BY-SA 4.0</a>, via Wikimedia Commons
Saudi Arabia	SAU	2	Amnesty international reports Women and girls continue to face discrimination in law and practice in relation to marriage, divorce and inheritance, and remained inadequately protected from sexual and other forms of violence.	Wikimedia	NA	NA	Hayfa Takouti	CC0	http://creativecommons.org/publicdomain/zero/1.0/deed.en	Free_Saudi_Women_campaign_for_IWD_2019_2.jpg	https://commons.wikimedia.org/wiki/File:Free_Saudi_Women_campaign_for_IWD_2019_2.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Free_Saudi_Women_campaign_for_IWD_2019_2.jpg/640px-Free_Saudi_Women_campaign_for_IWD_2019_2.jpg	b/b2/	SA	NA	NA	Hayfa Takouti, <a href='https://commons.wikimedia.org/wiki/File:Free_Saudi_Women_campaign_for_IWD_2019_2.jpg'>Free_Saudi_Women_campaign_for_IWD_2019_2.jpg</a>; <a href='http://creativecommons.org/publicdomain/zero/1.0/deed.en'>CC0</a>, via Wikimedia Commons
