Country	iso3c	ID	Caption	Provider	Artist	ArtistExtra	ArtistURL	Artist2ndURL	ArtistHTML	License	LicenseURL	InfoURL	FileURL	iso2c	folder	ImageName	OriginURL	Previous effort to make Attribution
Tajikistan	TJK	3	Human economic activity have caused serious land degradation, deforestation, water quality deterioration, and pollution runoff.	Wikimedia	Brian Harrington Spier	from Shanghai, China	https://www.flickr.com/people/69237022@N00	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/69237022@N00'>Brian Harrington Spier</a> from Shanghai, China	CC BY-SA 2.0	https://creativecommons.org/licenses/by-sa/2.0	https://commons.wikimedia.org/wiki/File:Roads_in_Tajikistan_.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Roads_in_Tajikistan_.jpg/640px-Roads_in_Tajikistan_.jpg	TJ	4/4f/	Roads_in_Tajikistan_.jpg	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/69237022@N00'>Brian Harrington Spier</a> from Shanghai, China, <a href='https://commons.wikimedia.org/wiki/File:Roads_in_Tajikistan_.jpg'>Roads_in_Tajikistan_.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/2.0'>CC BY-SA 2.0</a>, via Wikimedia Commons
Tanzania	TZA	2	Rapid population growth is putting enormous strains on the environment and its resources.	Wikimedia	Vijay8808		NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Vijay8808&amp;action=edit&amp;redlink=1' class='new' title='User:Vijay8808 (page does not exist)'>Vijay8808</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	https://commons.wikimedia.org/wiki/File:Dar_es_salaam_City.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Dar_es_salaam_City.jpg/640px-Dar_es_salaam_City.jpg	TZ	f/f1/	Dar_es_salaam_City.jpg	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Vijay8808&amp;action=edit&amp;redlink=1' class='new' title='User:Vijay8808 (page does not exist)'>Vijay8808</a>, <a href='https://commons.wikimedia.org/wiki/File:Dar_es_salaam_City.jpg'>Dar_es_salaam_City.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/4.0'>CC BY-SA 4.0</a>, via Wikimedia Commons
Tanzania	TZA	3	Tanzania has a total fertility rate of five children per woman.	Wikimedia	Nevit Dilmen		//commons.wikimedia.org/wiki/User:Nevit	//commons.wikimedia.org/wiki/User_talk:Nevit	<a href='//commons.wikimedia.org/wiki/User:Nevit' title='User:Nevit'>Nevit Dilmen</a> (<a href='//commons.wikimedia.org/wiki/User_talk:Nevit' title='User talk:Nevit'><span class='signature-talk'>talk</span></a>)	CC BY-SA 3.0	https://creativecommons.org/licenses/by-sa/3.0	https://commons.wikimedia.org/wiki/File:People_in_Tanzania_2197_Nevit.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/People_in_Tanzania_2197_Nevit.jpg/640px-People_in_Tanzania_2197_Nevit.jpg	TZ	e/e8/	People_in_Tanzania_2197_Nevit.jpg	NA	<a href='//commons.wikimedia.org/wiki/User:Nevit' title='User:Nevit'>Nevit Dilmen</a> (<a href='//commons.wikimedia.org/wiki/User_talk:Nevit' title='User talk:Nevit'><span class='signature-talk'>talk</span></a>), <a href='https://commons.wikimedia.org/wiki/File:People_in_Tanzania_2197_Nevit.jpg'>People_in_Tanzania_2197_Nevit.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/3.0'>CC BY-SA 3.0</a>, via Wikimedia Commons
Thailand	THA	2	Air pollution in Northern Thailand resulting from fires to more easily find Thai het pho fungus which fetches a high price on the Thai market.	Wikimedia	Takeaway		//commons.wikimedia.org/wiki/User:Takeaway	NA	<a href='//commons.wikimedia.org/wiki/User:Takeaway' title='User:Takeaway'>Takeaway</a>	CC BY-SA 3.0	https://creativecommons.org/licenses/by-sa/3.0	https://commons.wikimedia.org/wiki/File:Burning_mountains_Thailand.JPG	https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Burning_mountains_Thailand.JPG/640px-Burning_mountains_Thailand.JPG	TH	5/54/	Burning_mountains_Thailand.JPG	NA	<a href='//commons.wikimedia.org/wiki/User:Takeaway' title='User:Takeaway'>Takeaway</a>, <a href='https://commons.wikimedia.org/wiki/File:Burning_mountains_Thailand.JPG'>Burning_mountains_Thailand.JPG</a>; <a href='https://creativecommons.org/licenses/by-sa/3.0'>CC BY-SA 3.0</a>, via Wikimedia Commons
Thailand	THA	3	Activist Mechai Viravaidya, who led a successful anti-poverty campaign in Thailand during the 1970’s.	Wikimedia	Jim Fruchterman		https://www.flickr.com/photos/23988579@N00	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/photos/23988579@N00'>Jim Fruchterman</a>	CC BY-SA 2.0	https://creativecommons.org/licenses/by-sa/2.0	https://commons.wikimedia.org/wiki/File:Mechai_Viravaidya_2008.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Mechai_Viravaidya_2008.jpg/640px-Mechai_Viravaidya_2008.jpg	TH	a/a3/	Mechai_Viravaidya_2008.jpg	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/photos/23988579@N00'>Jim Fruchterman</a>, <a href='https://commons.wikimedia.org/wiki/File:Mechai_Viravaidya_2008.jpg'>Mechai_Viravaidya_2008.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/2.0'>CC BY-SA 2.0</a>, via Wikimedia Commons
Trinidad And Tobago	TTO	2	83.3% of legal frameworks that promote, enforce and monitor gender equality are in place in Trinidad and Togo.	Wikimedia	G6.ttr		NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:G6.ttr&amp;action=edit&amp;redlink=1' class='new' title='User:G6.ttr (page does not exist)'>G6.ttr</a>	CC BY-SA 3.0	https://creativecommons.org/licenses/by-sa/3.0	https://commons.wikimedia.org/wiki/File:Outreach_TTR.JPG	https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Outreach_TTR.JPG/640px-Outreach_TTR.JPG	TT	a/ad/	Outreach_TTR.JPG	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:G6.ttr&amp;action=edit&amp;redlink=1' class='new' title='User:G6.ttr (page does not exist)'>G6.ttr</a>, <a href='https://commons.wikimedia.org/wiki/File:Outreach_TTR.JPG'>Outreach_TTR.JPG</a>; <a href='https://creativecommons.org/licenses/by-sa/3.0'>CC BY-SA 3.0</a>, via Wikimedia Commons
Trinidad And Tobago	TTO	3	Point Lisas port serves the industrial estate where petro-chemical and other heavy industries are located in central Trinidad.	Wikimedia	Kalamazadkhan		NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Kalamazadkhan&amp;action=edit&amp;redlink=1' class='new' title='User:Kalamazadkhan (page does not exist)'>Kalamazadkhan</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	https://commons.wikimedia.org/wiki/File:Point_Lisas_Port_-_Trinidad_and_Tobago%2C_West_Indies.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Point_Lisas_Port_-_Trinidad_and_Tobago%2C_West_Indies.jpg/640px-Point_Lisas_Port_-_Trinidad_and_Tobago%2C_West_Indies.jpg	TT	4/43/	Point_Lisas_Port_-_Trinidad_and_Tobago%2C_West_Indies.jpg	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Kalamazadkhan&amp;action=edit&amp;redlink=1' class='new' title='User:Kalamazadkhan (page does not exist)'>Kalamazadkhan</a>, <a href='https://commons.wikimedia.org/wiki/File:Point_Lisas_Port_-_Trinidad_and_Tobago%2C_West_Indies.jpg'>Point_Lisas_Port_-_Trinidad_and_Tobago%2C_West_Indies.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/4.0'>CC BY-SA 4.0</a>, via Wikimedia Commons
Togo	TGO	1	Togo’s mining industry has led to widespread environmental degradation.	Wikimedia	Александра Пугачевская (Alexandra Pugachevsky)	NA	NA	NA	Александра Пугачевская (Alexandra Pugachevsky)	CC BY-SA 3.0	https://creativecommons.org/licenses/by-sa/3.0	https://commons.wikimedia.org/wiki/File:Togo_phosphates_mining.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Togo_phosphates_mining.jpg/640px-Togo_phosphates_mining.jpg	TG	e/ef/	Togo_phosphates_mining.jpg	NA	Александра Пугачевская (Alexandra Pugachevsky), <a href='https://commons.wikimedia.org/wiki/File:Togo_phosphates_mining.jpg'>Togo_phosphates_mining.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/3.0'>CC BY-SA 3.0</a>, via Wikimedia Commons
Togo	TGO	2	One of the problems that has plagued Togo in the past is inadequate education, which contributes to the country’s poverty.	Wikimedia	H. Grobe	NA	NA	NA	H. Grobe	CC BY 3.0	https://creativecommons.org/licenses/by/3.0	https://commons.wikimedia.org/wiki/File:Togo-benin_1985-025_hg.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Togo-benin_1985-025_hg.jpg/640px-Togo-benin_1985-025_hg.jpg	TG	3/3e/	Togo-benin_1985-025_hg.jpg	https://upload.wikimedia.org/wikipedia/commons/3/3e/Togo-benin_1985-025_hg.jpg	NA
Togo	TGO	3	Close to 30 percent of children in Togo are forced into child labor, and the majority of them are girls.	Wikimedia	Laura Sanders		NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Laurasandersnbo&amp;action=edit&amp;redlink=1' class='new' title='User:Laurasandersnbo (page does not exist)'>Laura Sanders</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	https://commons.wikimedia.org/wiki/File:Market_Girls%2C_Togo.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Market_Girls%2C_Togo.jpg/640px-Market_Girls%2C_Togo.jpg	TG	f/fb/	Market_Girls%2C_Togo.jpg	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Laurasandersnbo&amp;action=edit&amp;redlink=1' class='new' title='User:Laurasandersnbo (page does not exist)'>Laura Sanders</a>, <a href='https://commons.wikimedia.org/wiki/File:Market_Girls%2C_Togo.jpg'>Market_Girls%2C_Togo.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/4.0'>CC BY-SA 4.0</a>, via Wikimedia Commons
Tunisia	TUN	1	Overgrazing, along with deforestation, soil erosion, and overuse of limited freshwater supplies drive the desertification of Tunisia.	Wikimedia	Med taher sellami		NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Med_taher_sellami&amp;action=edit&amp;redlink=1' class='new' title='User:Med taher sellami (page does not exist)'>Med taher sellami</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	https://commons.wikimedia.org/wiki/File:Oued_zitoun_Bizerte_Tunisia_8.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Oued_zitoun_Bizerte_Tunisia_8.jpg/640px-Oued_zitoun_Bizerte_Tunisia_8.jpg	TN	6/6b/	Oued_zitoun_Bizerte_Tunisia_8.jpg	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Med_taher_sellami&amp;action=edit&amp;redlink=1' class='new' title='User:Med taher sellami (page does not exist)'>Med taher sellami</a>, <a href='https://commons.wikimedia.org/wiki/File:Oued_zitoun_Bizerte_Tunisia_8.jpg'>Oued_zitoun_Bizerte_Tunisia_8.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/4.0'>CC BY-SA 4.0</a>, via Wikimedia Commons
Tunisia	TUN	2	Overfishing has decimated coastal fisheries.	Wikimedia	rais58	NA	NA	NA	rais58	CC BY 2.0	https://creativecommons.org/licenses/by/2.0	https://commons.wikimedia.org/wiki/File:Tunisian_trawler.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Tunisian_trawler.jpg/640px-Tunisian_trawler.jpg	TN	2/25/	Tunisian_trawler.jpg	NA	rais58, <a href='https://commons.wikimedia.org/wiki/File:Tunisian_trawler.jpg'>Tunisian_trawler.jpg</a>; <a href='https://creativecommons.org/licenses/by/2.0'>CC BY 2.0</a>, via Wikimedia Commons
Tunisia	TUN	3	Tunisia’s first modern population policies in the Arab world and on the African continent in the 1970’s, like this family planning center, led to a dramatic decrease in overall total fertility.	Wikimedia	NA	NA	NA	NA	<bdi><a href='https://www.wikidata.org/wiki/Q67013607' class='extiw' title='d:Q67013607'><span title='French photographer'>Dominique Roger</span></a></bdi>	CC BY-SA 3.0 igo	https://creativecommons.org/licenses/by-sa/3.0/igo/deed.en	https://commons.wikimedia.org/wiki/File:Family%2C_Bizerta_-_UNESCO_-_PHOTO0000000897_0001.tiff	https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Family%2C_Bizerta_-_UNESCO_-_PHOTO0000000897_0001.tiff/lossy-page1-640px-Family%2C_Bizerta_-_UNESCO_-_PHOTO0000000897_0001.tiff.jpg	TN	c/ce/	Family%2C_Bizerta_-_UNESCO_-_PHOTO0000000897_0001.tiff	NA	<bdi><a href='https://www.wikidata.org/wiki/Q67013607' class='extiw' title='d:Q67013607'><span title='French photographer'>Dominique Roger</span></a></bdi>, <a href='https://commons.wikimedia.org/wiki/File:Family%2C_Bizerta_-_UNESCO_-_PHOTO0000000897_0001.tiff'>Family%2C_Bizerta_-_UNESCO_-_PHOTO0000000897_0001.tiff</a>; <a href='https://creativecommons.org/licenses/by-sa/3.0/igo/deed.en'>CC BY-SA 3.0 igo</a>, via Wikimedia Commons
Turkey	TUR	1	Istanbul is one of the world's most populous cities, ranking as the world's fourth largest city and the largest European city.	Wikimedia	Mostafameraji		//commons.wikimedia.org/wiki/User:Mostafameraji	NA	<a href='//commons.wikimedia.org/wiki/User:Mostafameraji' title='User:Mostafameraji'>Mostafameraji</a>	CC0	http://creativecommons.org/publicdomain/zero/1.0/deed.en	https://commons.wikimedia.org/wiki/File:Metropolitian_Istanbul_-_Landscapes_of_Turkey_12.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Metropolitian_Istanbul_-_Landscapes_of_Turkey_12.jpg/640px-Metropolitian_Istanbul_-_Landscapes_of_Turkey_12.jpg	TR	7/72/	Metropolitian_Istanbul_-_Landscapes_of_Turkey_12.jpg	NA	<a href='//commons.wikimedia.org/wiki/User:Mostafameraji' title='User:Mostafameraji'>Mostafameraji</a>, <a href='https://commons.wikimedia.org/wiki/File:Metropolitian_Istanbul_-_Landscapes_of_Turkey_12.jpg'>Metropolitian_Istanbul_-_Landscapes_of_Turkey_12.jpg</a>; <a href='http://creativecommons.org/publicdomain/zero/1.0/deed.en'>CC0</a>, via Wikimedia Commons
Turkey	TUR	2	Pressures of population and urganization have resulted in water scarcity.	Wikimedia	Zeynel Cebeci		//commons.wikimedia.org/wiki/User:Zcebeci	NA	<a href='//commons.wikimedia.org/wiki/User:Zcebeci' title='User:Zcebeci'>Zeynel Cebeci</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	https://commons.wikimedia.org/wiki/File:Water_tanks_in_Tuzla%2C_Karata%C5%9F.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Water_tanks_in_Tuzla%2C_Karata%C5%9F.jpg/640px-Water_tanks_in_Tuzla%2C_Karata%C5%9F.jpg	TR	2/28/	Water_tanks_in_Tuzla%2C_Karata%C5%9F.jpg	NA	<a href='//commons.wikimedia.org/wiki/User:Zcebeci' title='User:Zcebeci'>Zeynel Cebeci</a>, <a href='https://commons.wikimedia.org/wiki/File:Water_tanks_in_Tuzla%2C_Karata%C5%9F.jpg'>Water_tanks_in_Tuzla%2C_Karata%C5%9F.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/4.0'>CC BY-SA 4.0</a>, via Wikimedia Commons
Turkey	TUR	3	Turkey is working to create national gardens and ecological corridors on four ecological lines that will connect the north and south, and east and west of Turkey.	Wikimedia	Fatih Biricik		NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Fatihbrck&amp;action=edit&amp;redlink=1' class='new' title='User:Fatihbrck (page does not exist)'>Fatih Biricik</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	https://commons.wikimedia.org/wiki/File:Fatih_Forest_Nature_Park.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Fatih_Forest_Nature_Park.jpg/640px-Fatih_Forest_Nature_Park.jpg	TR	a/a2/	Fatih_Forest_Nature_Park.jpg	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Fatihbrck&amp;action=edit&amp;redlink=1' class='new' title='User:Fatihbrck (page does not exist)'>Fatih Biricik</a>, <a href='https://commons.wikimedia.org/wiki/File:Fatih_Forest_Nature_Park.jpg'>Fatih_Forest_Nature_Park.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/4.0'>CC BY-SA 4.0</a>, via Wikimedia Commons
Turkmenistan	TKM	1	The Karakum desert occupies approximately 80 percent of the whole country.	Wikimedia	David Stanley	NA	NA	NA	David Stanley	CC BY 2.0	https://creativecommons.org/licenses/by/2.0	https://commons.wikimedia.org/wiki/File:Karakum_Desert%2C_Turkmenistan.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Karakum_Desert%2C_Turkmenistan.jpg/640px-Karakum_Desert%2C_Turkmenistan.jpg	TM	6/6e/	Karakum_Desert%2C_Turkmenistan.jpg	NA	David Stanley, <a href='https://commons.wikimedia.org/wiki/File:Karakum_Desert%2C_Turkmenistan.jpg'>Karakum_Desert%2C_Turkmenistan.jpg</a>; <a href='https://creativecommons.org/licenses/by/2.0'>CC BY 2.0</a>, via Wikimedia Commons
Turkmenistan	TKM	2	The country is richly endowed with hydrocarbons and has substantial recoverable natural gas and oil reserves.	Wikimedia	Allan Mustard		NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Amustard&amp;action=edit&amp;redlink=1' class='new' title='User:Amustard (page does not exist)'>Allan Mustard</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	https://commons.wikimedia.org/wiki/File:Oil-well-donkeys-Balkan-province-Turkmenistan.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Oil-well-donkeys-Balkan-province-Turkmenistan.jpg/640px-Oil-well-donkeys-Balkan-province-Turkmenistan.jpg	TM	4/4e/	Oil-well-donkeys-Balkan-province-Turkmenistan.jpg	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Amustard&amp;action=edit&amp;redlink=1' class='new' title='User:Amustard (page does not exist)'>Allan Mustard</a>, <a href='https://commons.wikimedia.org/wiki/File:Oil-well-donkeys-Balkan-province-Turkmenistan.jpg'>Oil-well-donkeys-Balkan-province-Turkmenistan.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/4.0'>CC BY-SA 4.0</a>, via Wikimedia Commons
Turkmenistan	TKM	3	A devastated economy, rampant unemployment, and a repressive authoritarian government are responsible for driving people in Turkmenistan to leave for Russia, Turkey, and Uzbekistan.	Wikimedia	Allan Mustard		NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Amustard&amp;action=edit&amp;redlink=1' class='new' title='User:Amustard (page does not exist)'>Allan Mustard</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	https://commons.wikimedia.org/wiki/File:Hojagala-Etrek_District-Balkan-Turkmenistan-skyline.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Hojagala-Etrek_District-Balkan-Turkmenistan-skyline.jpg/640px-Hojagala-Etrek_District-Balkan-Turkmenistan-skyline.jpg	TM	c/c0/	Hojagala-Etrek_District-Balkan-Turkmenistan-skyline.jpg	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Amustard&amp;action=edit&amp;redlink=1' class='new' title='User:Amustard (page does not exist)'>Allan Mustard</a>, <a href='https://commons.wikimedia.org/wiki/File:Hojagala-Etrek_District-Balkan-Turkmenistan-skyline.jpg'>Hojagala-Etrek_District-Balkan-Turkmenistan-skyline.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/4.0'>CC BY-SA 4.0</a>, via Wikimedia Commons
Uganda	UGA	1	Natural resources account for 85 % of export earnings and more than 80% of the workforce is active in agriculture which makes Uganda subject to several environment-related worrying trends including deforestation.	Wikimedia	Rod Waddington		https://www.flickr.com/people/64607715@N05	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/64607715@N05'>Rod Waddington</a>	CC BY-SA 2.0	https://creativecommons.org/licenses/by-sa/2.0	https://commons.wikimedia.org/wiki/File:Habitat_Destruction%2C_Uganda_%2821429887344%29.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Habitat_Destruction%2C_Uganda_%2821429887344%29.jpg/640px-Habitat_Destruction%2C_Uganda_%2821429887344%29.jpg	UG	f/fd/	Habitat_Destruction%2C_Uganda_%2821429887344%29.jpg	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/64607715@N05'>Rod Waddington</a>, <a href='https://commons.wikimedia.org/wiki/File:Habitat_Destruction%2C_Uganda_%2821429887344%29.jpg'>Habitat_Destruction%2C_Uganda_%2821429887344%29.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/2.0'>CC BY-SA 2.0</a>, via Wikimedia Commons
Uganda	UGA	2	Refugees from conflict in the eastern Democratic Republic of the Congo leave the Nyakabande transit camp in Uganda.	Wikimedia	DFID - UK Department for International Development		https://www.flickr.com/people/14214150@N02	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/14214150@N02'>DFID - UK Department for International Development</a>	CC BY 2.0	https://creativecommons.org/licenses/by/2.0	https://commons.wikimedia.org/wiki/File:Refugees_in_transit_from_the_border_with_DRC_to_Rwamwanja%2C_Uganda_%289086821264%29.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Refugees_in_transit_from_the_border_with_DRC_to_Rwamwanja%2C_Uganda_%289086821264%29.jpg/640px-Refugees_in_transit_from_the_border_with_DRC_to_Rwamwanja%2C_Uganda_%289086821264%29.jpg	UG	9/90/	Refugees_in_transit_from_the_border_with_DRC_to_Rwamwanja%2C_Uganda_%289086821264%29.jpg	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/14214150@N02'>DFID - UK Department for International Development</a>, <a href='https://commons.wikimedia.org/wiki/File:Refugees_in_transit_from_the_border_with_DRC_to_Rwamwanja%2C_Uganda_%289086821264%29.jpg'>Refugees_in_transit_from_the_border_with_DRC_to_Rwamwanja%2C_Uganda_%289086821264%29.jpg</a>; <a href='https://creativecommons.org/licenses/by/2.0'>CC BY 2.0</a>, via Wikimedia Commons
Uganda	UGA	3	The country has a high total fertility rate averaging over 5 children per woman.	Wikimedia	Adam Jones, Ph.D.		//commons.wikimedia.org/wiki/User:Adam63	NA	<a href='//commons.wikimedia.org/wiki/User:Adam63' title='User:Adam63'>Adam Jones, Ph.D.</a>	CC BY-SA 3.0	https://creativecommons.org/licenses/by-sa/3.0	https://commons.wikimedia.org/wiki/File:Woman_with_Child_-_Kisoro_-_Southwestern_Uganda.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Woman_with_Child_-_Kisoro_-_Southwestern_Uganda.jpg/640px-Woman_with_Child_-_Kisoro_-_Southwestern_Uganda.jpg	UG	2/2c/	Woman_with_Child_-_Kisoro_-_Southwestern_Uganda.jpg	NA	<a href='//commons.wikimedia.org/wiki/User:Adam63' title='User:Adam63'>Adam Jones, Ph.D.</a>, <a href='https://commons.wikimedia.org/wiki/File:Woman_with_Child_-_Kisoro_-_Southwestern_Uganda.jpg'>Woman_with_Child_-_Kisoro_-_Southwestern_Uganda.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/3.0'>CC BY-SA 3.0</a>, via Wikimedia Commons
Ukraine	UKR	1	The past two decades that rate has averaged below 1 ½ children per woman.	Wikimedia	Russianname		//commons.wikimedia.org/wiki/User:Russianname	NA	<a href='//commons.wikimedia.org/wiki/User:Russianname' title='User:Russianname'>Russianname</a>	CC-BY-SA-3.0	http://creativecommons.org/licenses/by-sa/3.0/	https://commons.wikimedia.org/wiki/File:Patriotic_family.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Patriotic_family.jpg/640px-Patriotic_family.jpg	UA	f/f1/	Patriotic_family.jpg	NA	<a href='//commons.wikimedia.org/wiki/User:Russianname' title='User:Russianname'>Russianname</a>, <a href='https://commons.wikimedia.org/wiki/File:Patriotic_family.jpg'>Patriotic_family.jpg</a>; <a href='http://creativecommons.org/licenses/by-sa/3.0/'>CC-BY-SA-3.0</a>, via Wikimedia Commons
Ukraine	UKR	2	The Wilson Center reported that according to the Global Gender Gap Index 2020, Ukraine has closed 72 percent of the gender gap in the past three years, placing it among the top third of countries. Ukrainian Women’s Congress.	Wikimedia	Mykhailo Markiv / The Presidential Administration of Ukraine.	NA	NA	NA	Mykhailo Markiv / The Presidential Administration of Ukraine.	CC BY 4.0	https://creativecommons.org/licenses/by/4.0	https://commons.wikimedia.org/wiki/File:Ukrainian_Women%E2%80%99s_Congress_%282018-12-07%29_16.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Ukrainian_Women%E2%80%99s_Congress_%282018-12-07%29_16.jpg/640px-Ukrainian_Women%E2%80%99s_Congress_%282018-12-07%29_16.jpg	UA	7/7a/	Ukrainian_Women%E2%80%99s_Congress_%282018-12-07%29_16.jpg	NA	Mykhailo Markiv / The Presidential Administration of Ukraine., <a href='https://commons.wikimedia.org/wiki/File:Ukrainian_Women%E2%80%99s_Congress_%282018-12-07%29_16.jpg'>Ukrainian_Women%E2%80%99s_Congress_%282018-12-07%29_16.jpg</a>; <a href='https://creativecommons.org/licenses/by/4.0'>CC BY 4.0</a>, via Wikimedia Commons
Ukraine	UKR	3	100 FEMEN activists participated in protest ""Ukraine is not a Brothel!"" against sex tourism and prostitution at Independence Square, Kiev, Ukraine.	Wikimedia	FEMEN Women's Movement		https://www.flickr.com/people/45312736@N07	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/45312736@N07'>FEMEN Women's Movement</a>	CC BY-SA 2.0	https://creativecommons.org/licenses/by-sa/2.0	https://commons.wikimedia.org/wiki/File:Ukraine_is_not_a_Brothel-6.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Ukraine_is_not_a_Brothel-6.jpg/640px-Ukraine_is_not_a_Brothel-6.jpg	UA	d/d5/	Ukraine_is_not_a_Brothel-6.jpg	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/45312736@N07'>FEMEN Women's Movement</a>, <a href='https://commons.wikimedia.org/wiki/File:Ukraine_is_not_a_Brothel-6.jpg'>Ukraine_is_not_a_Brothel-6.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/2.0'>CC BY-SA 2.0</a>, via Wikimedia Commons
United Arab Emirates	ARE	1	The country’s water and carbon footprints are amongst the highest in the world.	Wikimedia	Paasikivi		//commons.wikimedia.org/wiki/User:Paasikivi	NA	<a href='//commons.wikimedia.org/wiki/User:Paasikivi' title='User:Paasikivi'>Paasikivi</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	https://commons.wikimedia.org/wiki/File:Al_Majaz_Amphitheatre_Sharjah_United_Arab_Emirates_01.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Al_Majaz_Amphitheatre_Sharjah_United_Arab_Emirates_01.jpg/640px-Al_Majaz_Amphitheatre_Sharjah_United_Arab_Emirates_01.jpg	AE	d/dc/	Al_Majaz_Amphitheatre_Sharjah_United_Arab_Emirates_01.jpg	https://upload.wikimedia.org/wikipedia/commons/d/dc/Al_Majaz_Amphitheatre_Sharjah_United_Arab_Emirates_01.jpg	NA
